Gene,Evaluations,Accuracy
"('What resources (financial, human, technological, etc.) are needed to tackle the problem effectively? Consider potential roadblocks such as physical limitations in terms of available funding and human or machine capability, time-restraints or access to equipment or other relevant items and systems necessary to reach an optimal solution for a particular project, idea or plan.', 'Finally, perseverance and', 'Practical Thinking Style: Concentrate on applying knowledge and skills to solve real-life problems, focusing on efficiency and effectiveness.', 1)",20,0.15
"('After giving some away to John, she is left with y marbles. We know that x - y = 6 (since she has 6 marbles left). We also know that y = 0 (since she has no marbles left after giving them all away). So, we can set up the equation x - 0 = 6. The solution is x = 6, meaning Jane had 6 marbles initially.', 'Choose a topic related to mathematics or logical thinking.', 'Think about this step by step.', 2)",40,0.175
"('Original: ""What resources (financial, human, technological, etc.) are needed to tackle the problem effectively? Encourage a fresh perspective: Solve the math word problem, giving your answer as an arabic numeral.""', 'Finally, perseverance and', 'Think about this step by step.', 0)",30,0.1
"('Original: ""What resources (financial, human, technological, etc.) are needed to tackle the problem effectively? Encourage a fresh perspective: Solve the math word problem, giving your answer as an arabic numeral.""', 'Finally, perseverance and', 'Think about this step by step.', 0)",40,0.075
"('Find the area of a circle with radius 5 inches.', 'Test each potential solution by applying it to the problem, making note of any progress or setbacks encountered during this process.', 'Stay flexible and open to change as you work on the task.', 2)",40,0.075
"('How can one improve their ability to solve mutation questions like this one?', 'Choose a topic related to mathematics or logical thinking.', 'Evaluating alternatives or possible outcomes', 3)",10,0.0
"('""Consider a world where resources are not only abundant but also infinitely adaptable to any situation. How would your approach change, and which new opportunities or directions might arise from this ever-changing landscape?""', 'Let go of the fear that shackles your spirit and dance through the wilderness.', '<task>', 0)",10,0.0
"('""Think about a complex math problem you have recently encountered. Now, try to picture the solution in your mind, as if you are watching a movie of the steps leading to the answer. How does this help you understand the problem better?""', 'Implement your plan and test your solution.', 'What are the long-term implications of this problem and its solutions?', 1)",10,0.1
"('What resources (financial, human, technological, etc.) are needed to tackle the problem effectively?', 'Write a mystery novel set in a small town.', '""Mutate the prompt to include a hypothetical scenario that changes the context"" can be replaced with ""Imagine a different situation or perspective"".', 0)",10,0.1
"('""Solve the math word problem, giving your answer as an arabic numeral.""', 'Step 2: Imagine you need to follow this instruction.', 'Directed: This task involves creating a plan and following it through to completion. The solution should be focused on achieving specific goals within the given timeframe, taking into account all relevant factors that could affect progress. It requires critical thinking and decision-making skills, as well as effective communication with stakeholders involved in the project.', 0)",10,0.0
"('Find the area of a circle with radius 5 inches.', 'Test each potential solution by applying it to the problem, making note of any progress or setbacks encountered during this process.', 'Practical Thinking Style: Concentrate on applying knowledge and skills to solve real-life problems, focusing on efficiency and effectiveness.', 2)",10,0.1
"('What resources (financial, human, technological, etc.) are needed to tackle the problem effectively? Consider potential roadblocks such as physical limitations in terms of available funding and human or machine capability, time-restraints or access to equipment or other relevant items and systems necessary to reach an optimal solution for a particular project, idea or plan.', 'Finally, perseverance and', 'Stay flexible and open to change as you work on the task.', 1)",10,0.0
"('After giving some away to John, she is left with y marbles. We know that x - y = 6 (since she has 6 marbles left). We also know that y = 0 (since she has no marbles left after giving them all away). So, we can set up the equation x - 0 = 6. The solution is x = 6, meaning Jane had 6 marbles initially.', 'Test each potential solution by applying it to the problem, making note of any progress or setbacks encountered during this process.', 'Think about this step by step.', 2)",10,0.0
"('Find the area of a circle with radius 5 inches.', 'Choose a topic related to mathematics or logical thinking.', 'Stay flexible and open to change as you work on the task.', 2)",10,0.1
