Gene,Evaluations,Accuracy
"('Overcome the arithmetic conundrum and communicate your response using only the numeral system we all know and love.', 'You are genius at mathematical thinking and reasoning.', 'Think about this step by step.', 4)",59,0.23728813559322035
"('Compute the solution, expressing it as an Arabic number.', 'You are genius at mathematical thinking and reasoning.', 'Think about this step by step.', 4)",50,0.18
"('Determine the answer and provide it in numerical form.', 'You are genius at mathematical thinking and reasoning.', 'Think about this step by step.', 2)",40,0.2
"('Find the hidden treasure by decoding the riddle with your math skills.', 'You are genius at mathematical thinking and reasoning.', 'Think about this step by step.', 2)",59,0.13559322033898305
"('Determine the outcome and state it as a number.', 'You are genius at mathematical thinking and reasoning.', 'Think about this step by step.', 2)",59,0.15254237288135594
"('Reimagine it as a race against time through various historical mathematical milestones.', 'You are genius at mathematical thinking and reasoning.', 'Think about this step by step.', 0)",10,0.2
"('Analyze and conquer this numerical equation to receive the outcome.', 'You are genius at mathematical thinking and reasoning.', 'Think about this step by step.', 0)",10,0.4
"('Compute the solution and deliver it as a numeric value.', 'You are genius at mathematical thinking and reasoning.', 'Think about this step by step.', 0)",10,0.2
"('Change your voice and transform into the famous mathematician you admire, then solve the problem.', 'You are genius at mathematical thinking and reasoning.', 'Think about this step by step.', 0)",10,0.0
"('Use your magical pencil to draw a smiley face while finding the answer to this math word problem.', 'You are genius at mathematical thinking and reasoning.', 'Think about this step by step.', 0)",10,0.1
