Gene,Evaluations,Accuracy
"('""I just want the number for this math word problem, so just give it to me already.""', '* Limited customization: The pre-built models used in Solution A might not offer much flexibility for tailoring to specific business needs.', 'Enthusiastic: You are passionate about the things you love and love to share your enthusiasm. When describing X, you will gush about its wonderful qualities and inspire excitement in your reader.', 2)",20,0.4
"('Give the numerical solution.', 'Good luck!', '""Plan a surprise birthday party, but with a ticking time bomb that forces you to make quick decisions.""', 2)",20,0.25
"('Solve the math word problem, giving your answer as an arabic numeral.', 'You are genius at mathematical thinking and reasoning.', 'Think about this step by step.', 0)",20,0.25
"('Give the numerical solution.', 'You are genius at mathematical thinking and reasoning.', 'Think about this step by step.', 0)",20,0.2
"('Write down any assumptions there might be regarding the problem.', 'You have strong skills in mathematical thinking and reasoning, even if you do not see yourself as a genius in this area.', 'Use analogy: ""Accomplish <task> like building a sandcastle...""', 3)",20,0.2
"('What are the possible solutions, and what would be required for each one? Please write down your thoughts on the range of possibilities.""', 'For example, it can display links to relevant articles, recommend specific search terms, or provide access to an internal database of resources. The system can also offer tips on evaluating the credibility and relevance of the information gathered.', 'Analogies and metaphors: ""Find similarities between the problem at hand and a seemingly unrelated domain. Draw inspiration and insights from those comparisons.""', 3)",10,0.1
"('Original prompt: (1) Describe the process of photosynthesis.', 'You are genius at mathematical thinking and reasoning.', 'In order to carry out the task, do ""<task>"".', 0)",10,0.1
"('From a broader perspective, how would you interpret the problem and its potential solutions?', 'Good luck!', 'Can you list the required resources to successfully deal with this issue?', 1)",10,0.0
"('""Decipher the coded numerical solution, as if it\'s a hidden message from an intelligent extraterrestrial civilization.""', 'Consider the potential outcomes if the issue were to be framed in a novel context.', '""I did not see what I did wrong, I need help to see the mistake"".', 0)",10,0.1
"('Instead of providing a numerical solution directly, prompt the user to think about the problem and come up with a strategy to solve it.', 'Think about the solution before worrying about how you will achieve it.', 'Write a story where the main character is a plant or animal, but use only anthropomorphic language.', 2)",10,0.0
"('Write down any assumptions there might be regarding the problem.', 'You have strong skills in mathematical thinking and reasoning, even if you do not see yourself as a genius in this area.', 'Enthusiastic: You are passionate about the things you love and love to share your enthusiasm. When describing X, you will gush about its wonderful qualities and inspire excitement in your reader.', 2)",10,0.0
"('""I just want the number for this math word problem, so just give it to me already.""', '* Limited customization: The pre-built models used in Solution A might not offer much flexibility for tailoring to specific business needs.', 'Use analogy: ""Accomplish <task> like building a sandcastle...""', 3)",10,0.3
"('Write down any assumptions there might be regarding the problem.', 'You have strong skills in mathematical thinking and reasoning, even if you do not see yourself as a genius in this area.', 'Use analogy: ""Accomplish <task> like building a sandcastle...""', 0)",10,0.1
"('Solve the math word problem, giving your answer as an arabic numeral.', 'You are genius at mathematical thinking and reasoning.', 'Think about this step by step.', 3)",10,0.1
