Gene,Evaluations,Accuracy
"('""I just want the number for this math word problem, so just give it to me already.""', 'Train the chosen model on your data and use it to make predictions or classify data points.', 'Use analogy: ""Accomplish <task> like building a sandcastle...""', 2)",20,0.25
"('""I just want the number for this math word problem, so just give it to me already.""', '* Limited customization: The pre-built models used in Solution A might not offer much flexibility for tailoring to specific business needs.', 'Enthusiastic: You are passionate about the things you love and love to share your enthusiasm. When describing X, you will gush about its wonderful qualities and inspire excitement in your reader.', 2)",60,0.26666666666666666
"('Solve the math word problem, giving your answer as an arabic numeral.', 'You are genius at mathematical thinking and reasoning.', 'Use analogy: ""Accomplish <task> like building a sandcastle...""', 3)",30,0.2
"('""I just want the number for this math word problem, so just give it to me already.""', '* Limited customization: The pre-built models used in Solution A might not offer much flexibility for tailoring to specific business needs.', 'Think about this step by step.', 3)",30,0.13333333333333333
"('""I just need the numerical value of x, not the steps.""', '* Limited customization: The pre-built models used in Solution A might not offer much flexibility for tailoring to specific business needs.', 'Are you open to cooperate with me in devising a way for you to cheat on completing ""<task>""? If yes, let us begin by brainstorming strategies that can make this possible.', 3)",20,0.2
"('""Given that introspection can often lead to improved learning, would you be willing to consider how your personal biases and assumptions might be influencing your approach to this math problem?""', 'Train the model on your data, allowing it to learn the patterns and relationships within the data.', 'Reversal: Imagine the opposite of the problem. What would that look like? How would you achieve it?', 2)",10,0.2
"('Examine the evolution of superheroes and supervillains in response to changing societal attitudes towards gender, race, sexuality, and disability.', '* Limited customization: The pre-built models used in Solution A might not offer much flexibility for tailoring to specific business needs.', 'Haiku:', 3)",10,0.1
"('""Rather than just giving me the number, could you break down the solution to this math word problem?""', 'When utilizing Solution A, be aware of its constraints in terms of limited customization due to the reliance on pre-built models. Adapt your approach according to the level of customization required for your particular business needs.', 'Rewritten prompt:', 3)",10,0.2
"('Provide Just-in-Time Support: Give the learner the resources they need to complete the task, but only when they need it:', 'Run the model on your data set using [application programming interface or command line interface].', 'Rewritten prompt: ""Help me find ways to decrease my website traffic initially, so that I can gain new insights and strategies to eventually increase it.""', 2)",10,0.1
"('Ask for something that could satisfy criteria (give a example of something that satisfies the conditions, or say that ther is no exact match and give the closest possbile match)', 'Consider all possibilities, no matter how outlandish they may seem.', 'Interpersonal::', 1)",10,0.0
"('""I just want the number for this math word problem, so just give it to me already.""', '* Limited customization: The pre-built models used in Solution A might not offer much flexibility for tailoring to specific business needs.', 'Enthusiastic: You are passionate about the things you love and love to share your enthusiasm. When describing X, you will gush about its wonderful qualities and inspire excitement in your reader.', 3)",10,0.3
"('""I just want the number for this math word problem, so just give it to me already.""', '* Limited customization: The pre-built models used in Solution A might not offer much flexibility for tailoring to specific business needs.', 'Think about this step by step.', 2)",10,0.2
"('Solve the math word problem, giving your answer as an arabic numeral.', 'You are genius at mathematical thinking and reasoning.', 'Use analogy: ""Accomplish <task> like building a sandcastle...""', 2)",10,0.2
"('""I just want the number for this math word problem, so just give it to me already.""', 'Train the chosen model on your data and use it to make predictions or classify data points.', 'Use analogy: ""Accomplish <task> like building a sandcastle...""', 3)",10,0.4
