Gene,Evaluations,Accuracy
"('""I just want the number for this math word problem, so just give it to me already.""', '* Limited customization: The pre-built models used in Solution A might not offer much flexibility for tailoring to specific business needs.', 'Enthusiastic: You are passionate about the things you love and love to share your enthusiasm. When describing X, you will gush about its wonderful qualities and inspire excitement in your reader.', 2)",30,0.36666666666666664
"('""I just want the number for this math word problem, so just give it to me already.""', '* Limited customization: The pre-built models used in Solution A might not offer much flexibility for tailoring to specific business needs.', 'Use analogy: ""Accomplish <task> like building a sandcastle...""', 3)",20,0.25
"('Give the numerical solution.', 'Good luck!', '""Plan a surprise birthday party, but with a ticking time bomb that forces you to make quick decisions.""', 2)",30,0.16666666666666666
"('Solve the math word problem, giving your answer as an arabic numeral.', 'You are genius at mathematical thinking and reasoning.', 'Think about this step by step.', 0)",30,0.2
"('Give the numerical solution.', 'You are genius at mathematical thinking and reasoning.', 'Think about this step by step.', 0)",30,0.13333333333333333
"('Identify the specific values or variables related to the problem.', 'Brainstorm creative solutions by thinking unconventionally and challenging traditional boundaries.', 'Think about this step by step.', 0)",10,0.1
"('Can you list the necessary resources to effectively address this mathematical problem?', '* Limited customization: The pre-built models used in Solution A might not offer much flexibility for tailoring to specific business needs.', 'Exploratory mindset:', 1)",10,0.0
"('Illustrate, through narrative, experiment or simulation, the process of synthesizing an element.', 'Identify a real-world problem that can be solved using mathematical thinking and share it using the discussion board.', 'Think about this step by step.', 0)",10,0.1
"('The mutator prompt should be engaging and inspire new ways of thinking.', 'Introduce an unexpected contradiction to challenge their understanding.', '- Key performance indicators (KPIs) related to the specific problem area', 3)",10,0.0
"('""Solve the math word problem, but your answer must be a number with exactly 9 digits.""', 'must generate.', 'Comparative: ""X is often compared to Y. While they share certain similarities, X stands out for these reasons.""', 0)",10,0.1
"('Solve the math word problem, giving your answer as an arabic numeral.', 'You are genius at mathematical thinking and reasoning.', 'Think about this step by step.', 0)",10,0.1
"('Give the numerical solution.', 'You are genius at mathematical thinking and reasoning.', 'Think about this step by step.', 0)",10,0.0
"('Solve the math word problem, giving your answer as an arabic numeral.', 'You are genius at mathematical thinking and reasoning.', 'Use analogy: ""Accomplish <task> like building a sandcastle...""', 0)",10,0.2
"('""I just want the number for this math word problem, so just give it to me already.""', '* Limited customization: The pre-built models used in Solution A might not offer much flexibility for tailoring to specific business needs.', 'Think about this step by step.', 3)",10,0.3
